ID,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174
OTU38,,1.3111,2.39391,0.74,0.35558,0.23,,,0.7934,,0.88176,,0.576,0.899,,,,,1.4891,0.7186,0.412,0.344,0.56656,,0.4,,,,2.14216,0.8558,0.766,,0.44,,0.3198,,0.38,,,0.2188,0.62,,,0.6162,,,,,0.1253,0.18484,,,4.46,,,,,,,0.1743,,0.5952,,,,,,,,0.15297,,0.15415,0.16227,,,,0.262,9.413,0.1237,0.3858,,0.6133,0.1441,,,0.1146,,0.17484,,0.185,,,1.3954,0.28,0.466,0.5474,0.24937,,0.47356,0.7256,,0.27371,,,0.248,0.6935,7.72724,,,2.92187,,,,,,,1.24312,,,0.37256,2.214,,,,,0.29965,4.658,0.36515,,4.7152,0.2346,0.73996,0.13813,,,0.88569,,,0.3729,0.3142,0.5995,,,,,,,,0.39,0.116,,0.14633,0.49,0.31,0.189,,,3.43629,,,0.2266,,0.66265,,,0.16578,0.863,0.96,1.1567,,0.18516,0.2876,,0.28
OTU39,1.76277,,,,4.8379,4.4275,1.55347,6.4795,0.6228,0.686,,0.154,0.1892,,,0.5866,0.14898,,,0.82,,0.243,0.6333,,,0.34529,0.432,0.1172,0.13672,,0.6331,,0.3425,,0.39,0.4,0.1621,0.63,,2.37399,,2.15664,0.598,0.16363,,15.2368,0.1282,13.56531,2.46654,0.39681,0.4446,2.62214,0.47,0.16219,0.451,0.58,,,0.674,,2.18658,0.86638,,3.9682,0.2594,0.35641,0.1398,,,1.5747,0.7135,2.43129,0.521,0.7438,2.95728,2.439,2.8473,,1.41863,0.2561,,0.26734,0.8142,0.73,3.79282,0.1625,6.32755,1.68637,0.41674,0.52856,,7.5671,,0.558,0.365,0.592,1.6621,0.2263,,0.917,,,0.8551,,0.21644,,0.3728,1.9769,2.11211,,0.136,0.383,,0.4976,15.451,0.22739,,,1.3551,0.2147,0.13766,0.16923,0.27347,0.118,0.1354,,1.78976,0.54272,1.56235,,,,0.1256,4.93799,0.15151,1.5699,2.5889,12.85753,0.333,0.332,0.2899,3.476,4.42689,,9.429,0.67615,9.65394,1.73366,0.1682,0.881,0.263,,1.934,8.31194,0.168,0.798,28.96856,,7.14237,5.25624,4.19639,0.23435,3.59641,2.4759,17.94134,0.796,1.9323,0.679,0.2927,0.42133,0.2438,18.5241,0.186,24.96927
OTU40,0.6263,,0.7243,,0.6128,0.87863,0.644,,0.745,,0.5867,,,0.6366,,0.1741,0.44297,0.13,0.7142,0.578,,0.1771,,0.21416,,,,0.1569,1.661,0.28336,0.1985,,1.34154,0.7242,,0.384,0.438,1.2899,1.5892,0.3345,,,,0.35899,0.6519,2.91178,,,0.5599,0.7143,0.2455,0.5829,0.4537,0.414,1.16411,0.92,,,,0.298,,,0.51,,0.654,,0.2592,0.4854,,0.11192,,0.1731,,,,,0.76432,3.1116,0.5688,0.8562,0.2239,,0.16513,,0.1139,0.85862,1.12483,0.56395,,0.1699,0.37493,,0.123,0.5658,0.15387,0.474,,,0.11225,,0.2548,0.51938,0.346,3.2134,,0.5248,,,7.285,0.398,0.659,,0.14568,,0.2343,3.77866,0.4598,,0.6565,2.155,0.17888,1.67,0.6968,,0.28139,,0.6667,0.866,1.22499,0.32859,0.283,0.271,,,,0.327,0.3398,0.6778,0.3562,0.4386,0.1332,0.1856,,,0.32464,0.13874,,,0.336,,0.7273,0.246,2.7491,0.65295,,0.11858,,1.965,0.42346,,0.1792,1.9871,3.59374,0.25173,0.27517,0.1813,0.27617,0.5,0.1631,0.49,,,,
OTU41,0.858,0.294,,9.6897,1.68715,0.178,,,0.652,0.429,0.69223,,5.7413,0.82463,0.313,0.197,,15.67353,11.3972,4.8559,3.22568,1.24443,24.11283,5.9531,0.3232,,1.15556,0.253,12.7277,9.39196,0.432,1.64722,6.6623,,6.6977,0.368,0.469,4.5898,5.3227,1.34718,0.29,0.469,,0.389,,0.345,,,1.76995,3.34969,9.27162,0.121,0.554,,,0.236,,,0.4487,3.739,,,2.7582,,,0.579,1.99924,2.31996,,1.2791,27.7395,0.46,0.42235,,,,4.1385,13.7737,0.46245,,4.82966,4.73527,0.45565,,,13.32696,0.28,,,1.59312,11.96253,0.6518,11.46979,12.15,1.85195,,0.526,,2.8684,0.1523,,11.4653,,,0.666,,0.43,0.46,5.24433,15.12142,9.7749,,2.98869,,,1.92666,4.96368,1.85739,0.826,12.63798,11.5171,,,0.594,11.69559,3.93252,0.1125,14.19682,0.149,0.529,0.1571,7.9774,0.836,,0.346,12.79371,0.791,0.573,0.438,0.278,8.23345,0.1558,0.1954,0.82421,,1.35373,,,5.88638,0.63,11.7269,0.7217,,,1.97753,0.828,,7.41927,0.117,0.1,0.2122,,0.243,,0.1643,0.2451,1.43664,2.8385,4.5616,5.2276,15.7859,0.588,4.21587,0.7372
OTU42,0.2789,0.2965,0.344,0.5671,0.562,0.2891,,,,,0.3554,0.141,,,,,0.231,,0.7274,0.174,,0.137,0.1583,0.3162,,,0.563,,0.3486,,0.7234,0.2257,0.34139,,,,,,,0.159,,0.7737,,0.21442,0.12637,0.379,,,0.181,0.1469,0.621,,,0.4588,0.68215,,,,,,,,,,0.28841,,0.82,0.9959,,,,0.192,,,,,,0.824,0.143,0.11838,,0.154,0.7522,,0.62715,0.6764,,0.622,,0.1133,0.3885,,0.757,0.6675,,,,,,0.248,,0.162,0.372,,,0.112,0.1348,,0.454,0.1887,,,0.27882,,,0.292,0.1598,0.425,0.495,0.511,0.3784,0.1519,0.52,,,,0.366,0.12,0.49,0.255,,0.613,0.825,,,,0.6719,0.5714,0.816,,,0.12382,0.1211,0.4328,0.11,0.3713,,0.12684,,,0.9719,0.345,0.13877,0.335,,0.23,0.15971,,0.41922,0.239,0.2567,0.1713,,0.4489,,0.83,0.996,0.418,,0.353,0.1627,0.3524,,0.877
OTU43,3.7454,0.929,0.46454,5.49429,0.27342,0.67974,0.1684,,0.4568,0.154,1.34388,1.9428,0.2952,0.5594,0.3512,2.4239,0.1563,1.2487,5.63255,0.1169,1.96178,0.75617,0.1881,0.67175,0.792,0.1676,0.2645,0.1682,0.8985,1.12391,1.5736,0.4583,1.8799,0.127,0.12735,3.47557,0.4578,0.9896,2.22713,0.52586,0.136,4.22489,1.23188,0.64486,1.25733,0.27451,1.2317,0.997,1.27465,0.22555,0.79822,0.26291,0.78518,1.92885,37.21727,0.45761,,0.815,0.1195,0.18422,15.66723,2.1172,0.2755,1.48277,0.7752,1.49385,0.4276,0.317,1.77768,0.15915,0.48,3.74766,0.3361,0.19752,1.29884,0.353,9.9269,0.26774,0.2141,0.6811,0.5183,0.4298,0.16792,0.48,0.4215,0.4914,19.66422,0.2667,4.57495,0.1994,0.63224,5.37248,0.9257,0.29511,0.88574,0.9564,0.2595,0.8432,0.2494,0.5115,1.25218,0.67517,0.5377,4.2666,0.167,0.1968,0.53217,0.59932,0.71198,1.35389,0.61221,0.9225,0.13183,0.42,1.1518,2.1928,0.8742,0.2256,0.996,0.743,1.31,0.25435,0.3791,0.67219,0.7593,0.4465,0.42758,3.43831,1.25948,0.82531,0.17353,0.123,0.752,4.1322,0.922,0.72558,3.52942,9.8782,0.5767,0.66883,0.4874,0.52261,4.3145,1.5814,5.53144,0.368,1.23927,12.32148,0.8438,0.21461,0.2591,0.1827,0.44528,8.88548,0.3825,0.16995,0.327,7.82788,3.22795,0.5816,6.214,6.81355,0.31463,0.812,12.69816,0.6499,0.6883,1.58284,0.29149,0.21984,1.27855,15.9443,0.19565,1.93754
OTU44,0.31,15.8178,2.11216,,5.1735,,,,4.34489,0.6,13.93375,5.99969,5.71655,,0.91,,14.4812,0.313,,4.743,4.58325,26.46328,,7.39376,0.57364,0.24778,1.6319,,,,32.3784,1.25956,,0.7493,19.66616,,,,,2.1519,,0.336,3.47375,15.69526,,0.7345,,,2.74165,11.1186,0.79,,9.26656,,,4.76227,,0.4399,0.46212,0.76,,5.69747,0.81743,,,0.125,,0.635,4.2258,0.1335,,,0.48393,,,0.3675,0.115,4.17141,6.2251,29.5886,9.17227,6.8158,,,,,,,14.5817,7.2541,1.661,0.2379,,0.437,0.47648,9.1843,24.284,7.68855,9.8975,0.319,0.158,,25.7937,,9.8932,0.2564,7.64671,,,,,1.76264,9.24937,,,,0.122,,0.262,,,0.8855,0.45287,,0.118,2.2671,0.44,,,,0.31,,4.44934,,,,,0.11,,14.33872,2.6388,,,22.627,0.151,7.3353,,,,,3.3931,0.4878,,,3.1971,0.56362,,0.26,,,,,,,,,,1.94735,2.37742,,,,,0.769
OTU45,,,0.18339,,0.3931,,3.12739,,,0.2517,,,,0.11393,,,0.14399,0.1335,,0.242,,0.26499,,0.18329,0.16,,,,2.17979,0.128,0.1367,,0.2522,0.866,,,,3.32626,0.46318,,,,,,0.16863,0.22214,,,,,0.47978,0.44633,,,0.22721,,,,,,0.35352,1.516,0.618,,,,,,,0.6,,,0.5128,,0.374,,4.24562,0.14348,,,0.221,,0.46652,,,,,0.7347,,,0.6145,,,,0.1827,0.28745,,,0.4922,0.12241,0.69898,0.25759,,,0.329,,0.319,0.5523,,0.181,0.9394,0.1593,0.26536,,0.1315,,0.16994,,0.32595,,,2.149,0.91,,0.1271,,0.15487,,0.49217,2.4661,,,,,0.16,,,,1.478,0.1942,0.81125,1.58486,0.42337,0.1866,,0.37129,2.77896,,0.57692,,,0.2215,,1.16896,,,0.28,1.692,,,0.5252,,5.17435,1.758,,0.41318,,0.8418,0.49764,,0.236,,0.493,
OTU46,0.12837,0.1282,0.12197,0.1253,0.1488,0.178,0.123,0.16251,0.13197,0.1138,0.1285,0.141,0.17541,0.11393,,,,,,,,,,,,,,,,,,,,,,,,,,1.3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU47,3.39643,5.74196,0.783,1.94675,0.1923,0.69,0.292,0.338,2.24871,0.191,0.2495,8.98769,0.3643,0.7992,0.49,0.398,0.23556,16.47325,0.358,0.6988,2.85535,1.3349,0.691,1.8243,0.3228,0.3621,,0.53526,0.1291,14.398,3.91163,0.17976,15.98168,0.15185,1.67723,0.342,1.24153,0.49,9.3116,1.11647,4.53258,1.63433,0.85,2.83444,3.7167,0.22,0.27,0.261,4.9877,5.89939,17.96237,21.72498,1.81733,14.82715,0.25,4.2782,0.186,0.731,0.14,1.1756,,1.2599,0.25822,0.27636,0.75,1.29887,0.77852,1.2952,1.76461,2.39425,,13.897,3.82647,13.11938,11.5646,0.179,0.237,3.88366,1.23765,9.91887,8.76255,1.67758,36.25727,0.118,0.115,0.27,0.86,3.57655,14.91969,2.5224,11.6586,0.1766,15.23814,0.115,1.87541,0.6751,0.68565,1.28824,0.153,0.32445,13.11237,15.22371,8.57759,0.34,1.77677,,1.9977,28.34973,0.35,1.538,0.1971,0.5725,2.91585,0.1765,4.6663,0.149,3.83543,3.42325,0.14,1.7775,4.93657,5.47877,0.3264,,0.878,0.33693,4.39688,38.86614,,0.937,0.869,1.67534,3.1563,,0.1786,3.8666,0.2756,0.213,8.25642,3.6323,0.2823,3.21912,16.67299,6.93192,24.52774,4.49253,,5.38736,0.57238,0.28767,0.476,0.66291,0.33,0.413,1.24829,0.72551,0.57,0.11727,4.1737,34.84299,24.43781,0.222,0.1895,15.77172,0.2774,8.34568,19.69347,4.17911,0.7797,6.1385,21.83891,0.1218,1.6521,0.11771
OTU48,0.8954,1.46367,0.762,3.58666,0.3561,2.8329,5.689,9.73114,0.1994,0.58298,1.72336,1.6778,0.7146,0.28839,0.3367,0.17426,0.91284,0.4416,5.29533,0.7457,0.37196,0.23866,1.43144,0.68187,0.1233,0.8963,0.16364,0.691,1.21987,0.166,1.484,0.898,1.27776,0.22157,0.1411,1.46444,0.1675,2.87496,0.9535,0.55832,0.2332,5.72425,0.2191,0.3793,0.28598,2.2325,24.27798,,0.4751,0.11844,0.6441,2.18265,5.35497,0.5856,0.4241,0.14338,0.557,0.2172,0.486,0.8442,1.35663,1.7494,0.3195,0.37748,0.3389,1.3176,1.48396,0.18347,0.3415,0.63744,0.56912,0.8657,0.29296,0.9318,0.3252,0.16869,4.6546,0.13253,0.1486,0.12378,0.6622,0.3534,0.2588,0.1274,4.28342,1.1475,1.95871,0.38152,4.17246,0.17486,1.66377,33.45421,1.37623,1.33488,0.16421,0.7554,0.2244,0.16523,,0.5457,0.7742,0.46496,2.8926,2.56227,0.8942,0.2658,1.56628,0.26753,0.7227,1.387,0.313,0.326,1.16427,0.1713,0.37571,0.72836,0.2795,0.16127,3.39839,1.8315,0.3128,1.57325,0.34768,0.79391,0.2851,,1.1861,0.74787,4.3227,2.2744,0.13467,0.36668,0.16343,6.28454,0.1623,1.55948,0.94862,0.32858,0.99153,0.352,1.2876,3.39149,0.3971,1.15566,17.46479,1.76369,1.3729,3.62631,0.57992,0.15758,1.31367,0.39697,14.77915,7.34565,0.18445,2.7856,16.35581,0.96685,,0.488,2.27365,17.5129,9.69834,0.42823,2.24339,0.728,2.3764,1.77459,0.6227,0.6519,0.25427,6.511,0.111,0.2329
OTU49,0.377,1.17528,1.5725,0.152,0.77838,1.18241,1.436,22.97211,0.1592,,1.11858,4.96355,0.464,0.28834,1.29128,0.98323,3.8271,6.8949,34.9748,0.26723,0.61311,1.33,6.787,2.8337,0.2237,0.8257,1.21734,0.353,19.16527,0.88578,1.8143,0.4638,6.4768,0.7855,0.585,3.46364,0.4744,12.8539,2.8171,0.88714,2.78666,11.21457,0.3522,27.2546,0.5366,4.6952,6.71323,0.665,4.33846,0.4356,1.95281,15.39914,3.62273,11.91794,0.192,0.7652,,0.164,0.8222,0.19723,0.9366,1.112,0.28733,5.5172,1.66169,0.32991,0.7822,,0.39171,3.8357,2.9412,2.6275,0.92715,5.85977,3.4462,0.5598,3.34884,2.514,0.38315,1.56341,2.28611,0.414,16.3158,0.4972,31.19992,14.33511,0.3621,0.17147,11.19127,0.226,2.52571,0.6888,0.17161,1.45959,0.59928,0.21967,0.19193,0.77465,2.3245,0.858,0.6124,2.55752,1.8849,6.67389,1.752,0.77621,0.52295,0.1533,1.22179,5.5291,0.87749,0.147,1.2943,0.269,1.41642,15.2825,14.44435,6.93253,1.45449,4.45421,3.9544,8.93342,0.73,4.91347,0.6861,0.7458,13.17144,0.99874,1.74869,1.31931,0.6879,1.39485,0.4442,3.24633,0.543,0.93555,5.1341,3.294,0.7217,1.91762,0.61866,9.498,0.89413,6.18652,9.52894,0.6955,6.51714,15.63811,0.53643,0.7951,1.8578,0.2874,22.12495,0.987,0.44635,1.8516,16.92324,0.2763,1.93646,2.56229,3.136,3.6167,1.5993,1.11229,0.84,0.5121,23.47816,0.3313,0.4482,1.6282,0.77323,5.3284,0.61766,0.72235
OTU50,2.6474,0.653,0.2977,4.59884,0.76,13.75994,0.342,42.81437,1.82134,4.1688,1.9662,4.4862,0.6472,1.74561,7.39359,2.48712,16.63326,3.11168,2.15826,0.4364,0.536,5.91,7.1582,2.8378,0.6619,0.19612,2.44288,0.37836,2.69551,1.4762,0.47534,0.23935,3.93293,0.21386,6.26413,23.7749,3.8116,0.174,0.384,1.73964,4.2434,0.534,0.136,3.269,1.28617,22.12215,0.1536,0.76,3.4612,0.8417,7.64649,21.23712,0.44169,9.58414,1.3881,0.91481,0.83,0.6725,0.952,0.31496,3.79161,2.28334,0.5789,1.52845,0.99977,0.572,0.78569,0.7685,0.93119,0.82993,22.3454,0.79771,1.4634,12.35357,0.519,0.4779,1.2318,2.93944,0.33449,1.2977,0.39893,2.69737,6.81837,0.975,26.44348,1.5422,0.1617,11.26761,4.44157,0.49784,0.8725,0.7166,5.31148,4.1445,3.5487,1.55556,2.63286,1.49748,7.7572,0.7728,,1.8443,4.85767,0.434,1.15518,0.17665,3.4353,1.7796,4.51982,13.62675,1.4697,0.66789,2.1383,0.4691,2.1898,1.33346,2.656,3.62851,12.4746,3.49858,2.11298,8.8275,1.855,15.38945,0.145,0.2372,9.59561,5.14585,11.75282,1.632,0.261,2.82879,3.31711,28.46627,0.437,0.7862,4.49417,5.711,3.42774,0.53372,3.42223,4.92695,24.9347,15.39984,0.9231,5.6542,3.69341,11.78334,4.16229,0.4829,4.89356,0.4466,0.295,,0.23376,1.2713,0.136,4.8659,0.1613,7.88726,4.2179,2.38336,0.5762,2.28827,2.92642,1.883,11.57687,0.27571,0.54582,2.795,3.76577,9.8891,5.84652,0.1424
OTU51,0.32451,2.59625,0.5536,0.2855,0.19575,0.25745,1.42575,0.66,0.318,0.13352,0.267,0.1764,0.836,0.692,0.26445,,0.6482,0.47418,0.38398,0.7417,0.47776,0.1591,0.3887,0.8523,,0.386,,0.386,0.6595,0.15571,0.2381,0.574,1.4862,0.8356,0.5227,1.95818,0.11535,0.6613,,0.7244,0.3469,0.9423,0.181,0.2845,0.81696,0.7113,,,0.34659,0.36543,0.24434,0.57888,0.754,0.65775,,0.6652,,0.493,0.2216,0.4948,0.131,0.518,0.123,0.6257,0.688,0.2784,0.2772,0.6647,0.5945,0.8593,0.66338,0.13798,0.1914,,0.642,,0.4715,0.25939,0.1243,0.15775,0.8699,0.166,0.834,,0.5224,1.3363,1.56673,2.27228,0.33269,0.2521,0.54589,0.1729,0.7334,0.65274,0.7823,0.11,0.866,0.4298,0.19275,0.7393,0.69615,0.39265,2.64642,2.9675,0.1383,0.323,0.3686,,0.15224,0.12685,0.324,0.2191,1.35981,0.3941,0.23517,0.42964,0.2818,0.7427,1.7751,0.1276,0.2845,0.284,0.7213,1.66412,0.31413,0.79,0.23291,1.7664,1.89912,0.7964,0.17,0.4643,0.1828,1.3475,0.1427,0.54886,0.47,0.5583,0.17884,0.18494,0.186,0.94897,0.1969,,0.39744,0.94323,5.44353,0.13727,0.63473,0.144,0.44139,0.1758,0.1289,,0.2564,0.51871,,0.4122,0.94641,0.33464,0.917,1.811,0.532,0.2268,0.5834,0.7941,0.25658,0.3184,0.14389,0.6353,0.81781,0.2313,0.5792,0.77
OTU52,1.72739,0.217,0.29612,,0.4694,,,,,0.1192,,,,0.383,,,,0.19124,,0.6825,,0.169,0.74572,0.23783,0.341,0.272,,,2.83635,0.99182,1.1995,,0.3822,0.7752,0.421,,0.47311,1.62181,,0.54282,0.1969,0.3282,,0.7266,0.2811,,,,0.136,2.586,,0.646,0.28292,,0.527,0.213,,0.137,,0.7899,,,0.247,0.98218,,,0.2239,,,1.47391,,,0.45416,,0.41398,,,,0.22954,0.5992,,0.766,,,,0.1189,,,,,,,,1.66228,1.27587,0.27486,,,,,0.7888,0.583,0.3575,,,0.4711,0.52,,,0.198,0.6571,,0.932,,,,,0.5353,,0.64272,0.1933,2.63834,,,,,0.4152,,,,0.6622,0.26365,0.7476,,,,,,0.43171,0.996,0.124,0.158,0.11786,0.1979,,0.219,,,,,0.451,,,,0.1413,0.3941,,0.51113,,,,1.4397,,0.1127,,0.26696,,,0.3276,0.214,,,,
OTU53,,,,,0.6782,,,,,0.26356,,,,0.2773,0.666,,,,,0.35383,0.293,,,0.15146,,0.374,,,0.35338,1.16539,0.47463,,,0.48979,0.6539,,0.99669,,,1.47844,0.78834,,,0.8552,,,,,0.93959,,,,1.5956,,,,,,0.48,0.67437,,,0.31479,1.61477,,,0.59117,,,1.2567,,3.64262,0.11838,,0.4353,,,0.222,0.29453,,0.6546,0.75971,,,,,,0.258,,,,,,0.6586,1.39321,0.3982,,,,0.28621,,0.82974,,,,,3.1272,,,,,0.4678,0.1329,,,,0.6959,,,0.57916,,,,,,0.174,1.2622,,,,0.21384,2.77258,0.2945,,,,,,0.8839,,0.31227,,,,,0.31381,,,,,0.71818,,,,0.3769,1.73969,,1.65978,,,,,,0.6354,,0.14732,,3.17929,4.88962,,0.34144,,,0.221
OTU54,,0.2758,,,,,,,,,,,,,,,,,,,,0.782,,0.1599,,,0.138,,0.4635,0.2563,,,,0.4432,0.442,,0.19188,,,,,,,,,,,,0.264,,0.12391,,,,,,,,,,,,,,0.1117,,0.15554,,,,,,,,,,,0.3488,0.1488,,,,,,,,,,,,,,,0.2364,,,,,,,,,0.13515,,,,,0.763,0.16143,0.835,,,,,,,,,,0.152,0.274,,,,,,0.1166,,,,,0.9473,,,,,,,,,0.719,,0.7494,,,0.1425,,,,,0.497,,,,,0.1728,,0.1787,,,,,,,,,,,,,,,,
OTU55,3.6266,1.266,0.53917,,1.4342,,1.2487,,,0.29491,,,,0.13364,,,0.37339,0.4717,,,,0.57256,,0.27134,,0.6564,,,2.1856,1.76935,1.48642,0.13318,0.599,0.21156,,,0.12969,1.68113,0.64636,0.38477,0.548,0.37789,,0.35245,0.48813,,,,0.3322,0.6779,0.64172,0.5815,0.482,,0.37955,0.1994,,0.8263,0.7768,0.1616,,,0.13286,,0.51263,,0.53778,0.222,,1.1,,,0.3854,,0.4144,,0.55266,0.4336,0.64521,0.71339,,0.23412,0.24895,,,2.27427,,0.2339,1.6557,,0.42216,,,1.3162,0.23335,0.595,,,,0.272,0.2553,0.43458,0.51648,,,0.1578,0.4776,,,0.7286,0.14181,0.64597,0.5277,,,0.1687,0.15536,0.24138,1.3959,0.82816,1.65684,0.8252,,,,,1.22286,,1.17881,0.77654,,1.31825,0.61786,,,,0.43463,,0.24411,0.8458,2.3235,1.9395,0.18331,0.53177,,0.7324,3.83696,3.751,0.5878,,1.5857,0.16691,,1.82226,0.58858,2.92,,0.91472,,,0.74988,0.533,1.19762,0.35713,,0.514,,1.5457,1.55936,,,,,0.989
OTU56,,,,,,0.42833,,,0.2232,,,,,,,,,,,0.1333,,,,,,,,0.597,,,,,,,0.2255,0.1941,,,,,,,,,,,,,0.1343,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,0.738,,,,0.154,,,,,0.678,,,,,,,0.799,,0.584,,,,,,,,,,0.59446,,,,,,,,,,,,,,,,,0.184,,,,,0.587,,,,,,,0.332,,,,,,,,,,,,,,,0.3553,,,,,,,,0.13524,,,,,,,,,0.1697,0.377,,,0.2861
OTU57,0.2517,0.17366,0.3541,,0.2215,0.3382,,,2.66568,0.11,0.22556,0.94,0.18217,,0.31644,0.86,0.3974,0.292,0.13138,0.1289,2.88461,0.1668,0.57388,0.11698,0.267,0.648,,0.553,,0.7132,1.1161,0.963,0.44,0.3457,0.26,1.5427,0.4258,0.6434,,0.491,0.48724,0.968,0.65784,0.21239,1.1952,0.23692,8.244,,0.289,0.75612,0.111,0.9321,0.3794,0.174,0.6147,,,0.158,,0.4754,0.795,0.17623,0.993,2.95322,0.35633,0.9961,1.3485,0.1878,0.9616,0.1979,,0.459,0.44297,,0.48,,1.414,0.8325,0.1132,0.25746,0.49689,0.3734,2.679,,1.43957,0.663,2.24537,2.55776,1.3448,0.4413,0.1263,2.77747,,0.1114,,0.37939,0.39,,0.966,0.411,1.23467,0.56896,0.623,0.745,0.1211,0.2964,0.432,0.472,6.577,0.23763,0.277,3.423,0.979,0.373,,0.32298,0.452,0.11946,0.1646,0.618,0.9599,0.1724,0.37,0.4991,1.1139,0.2898,1.3114,0.2161,0.25992,0.163,0.288,1.5642,0.84681,0.252,0.482,0.1782,0.59378,2.1255,0.164,,0.38361,1.3873,0.763,0.32583,4.84633,0.2486,3.51219,0.65426,0.1315,0.32129,0.145,0.15173,1.39779,0.11415,0.52233,2.2585,,0.6352,9.2144,1.4445,0.1776,0.14827,0.1783,1.75529,4.36914,0.513,1.1779,1.4749,0.88612,0.33594,0.25197,0.142,0.7277,0.26715
OTU58,0.23152,0.1843,0.41753,,0.6742,0.513,1.2395,,,0.48,,,,,0.18,,,,0.37877,0.369,,0.568,0.5212,0.667,,,,,,0.1332,0.14664,,0.2677,,,,,0.1925,,0.28357,0.629,,,0.2213,0.467,0.384,,,0.228,0.35,0.3272,0.8714,0.45,0.223,0.14251,,,,,,0.712,,,0.3436,0.224,,0.352,,,0.12112,,,0.23,,,,,0.3416,0.852,0.9587,0.484,0.682,0.127,,,0.1647,,,0.9879,,0.65,,0.1193,0.1298,0.6125,0.53,,,0.38959,,0.2735,0.1432,0.4836,0.244,0.2442,0.6629,0.2186,0.228,0.142,0.595,0.82,0.216,0.148,0.638,,0.1499,0.1177,,0.138,1.4952,0.1542,,,,,,0.1893,0.3319,0.11794,0.6517,0.1119,0.2724,,,0.172,0.17537,0.7197,0.48,0.1336,0.154,0.1719,0.3538,0.799,,0.1223,0.35965,0.8987,0.16112,0.1184,,0.238,,,0.63595,,0.65462,,0.1219,0.38974,,,0.61559,0.253,0.6114,,0.283,,0.6785,0.1491,0.322,,,,0.344
OTU59,2.45973,1.65724,1.24852,,0.51588,0.332,3.98531,,0.7339,1.8181,,,0.16385,0.31286,0.27764,0.52996,1.8459,0.79725,,0.1951,0.23,,0.148,,0.5993,0.21624,0.1876,0.242,1.4749,2.55296,1.96938,0.2653,0.9798,0.8595,0.77434,1.6968,5.25577,,2.38725,2.4547,1.7433,,,0.44475,1.23419,,,,0.11353,0.5617,0.86665,1.2493,0.69748,0.8826,0.51119,0.327,,0.9478,0.9589,0.95934,0.7146,0.5896,0.57421,0.9442,2.14628,,,0.31161,0.23118,2.5764,,4.7723,1.7639,,0.4772,0.55765,,0.884,,1.71492,1.38944,0.76765,6.69862,,,0.43658,,1.5937,4.6942,,1.29829,0.1759,,,1.31763,0.7241,0.4424,,,0.33587,5.93856,0.6891,2.4961,,0.2289,0.1997,0.8818,7.6786,0.7347,1.46664,0.44217,1.86247,1.4156,,0.32913,0.1941,0.2117,,,1.171,1.8469,,0.2815,3.35371,0.37788,0.1365,0.1464,0.23731,,,0.16594,3.2723,0.75698,,,0.187,,1.16487,0.37324,0.8823,0.4945,3.92175,1.53843,1.35882,,1.9492,,,1.7636,0.47717,0.73581,0.37798,0.49,4.97145,0.11559,1.33354,,1.33529,,4.74561,1.5698,0.6459,,1.26482,,0.388,1.78129,0.9492,0.11413,,0.6598,2.8411,0.25278,
